,Timestamp [ns],Joint 0,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6
252,332642078,130.67617797851562,102.3218765258789,184.85118103027344,230.1516571044922,180.18380737304688,180.1953125,179.7164764404297
253,432642459,125.9439468383789,101.802734375,185.53604125976562,231.25967407226562,180.18394470214844,180.1953125,179.7164764404297
254,532671213,120.89990234375,100.87666320800781,186.31358337402344,232.4973602294922,180.1852264404297,180.1953125,179.7164764404297
255,632642030,115.76387023925781,99.82353973388672,187.1833038330078,234.14512634277344,180.185791015625,180.1953125,179.7164764404297
256,732644557,110.6253890991211,98.8377914428711,188.1653289794922,236.0588836669922,180.1860809326172,180.1953125,179.7164764404297
257,832596302,105.49140930175781,97.86103820800781,189.3136749267578,237.94424438476562,180.1860809326172,180.1953125,179.7164764404297
258,932596921,100.4989242553711,96.6361312866211,190.56553649902344,239.51123046875,180.1860809326172,180.1953125,179.7164764404297
259,32625913,95.7811508178711,94.9883804321289,191.7243194580078,240.60684204101562,180.18592834472656,180.1953125,179.7164764404297
260,132594585,91.2899398803711,93.0699234008789,192.6530303955078,241.2947235107422,180.18565368652344,180.19544982910156,179.7164764404297
261,232591390,87.4747085571289,91.9330062866211,193.08877563476562,242.2937469482422,180.185791015625,180.19630432128906,179.7164764404297
262,332600831,84.2823257446289,91.2816390991211,193.30967712402344,244.08877563476562,180.1860809326172,180.21206665039062,179.7164764404297
263,432626008,81.75019836425781,90.58935546875,193.37939453125,247.3193359375,180.18707275390625,180.50070190429688,179.7164764404297
264,532686233,79.87422180175781,89.57470703125,193.3874969482422,251.77685546875,180.18862915039062,182.06491088867188,179.7164764404297
265,632647514,78.1044921875,87.7269515991211,193.44677734375,257.0292053222656,180.1897735595703,185.40724182128906,179.7164764404297
266,732604980,75.89531707763672,84.88213348388672,193.88467407226562,262.1923828125,180.1913299560547,190.3286895751953,179.7164764404297
267,832600116,73.44170379638672,81.5025405883789,194.826171875,266.6856384277344,180.19558715820312,196.27584838867188,179.7164764404297
268,932598352,71.42236328125,78.41133117675781,195.9912109375,270.19854736328125,180.20155334472656,202.83848571777344,179.7164764404297
269,32603740,70.10039520263672,76.2801742553711,197.19493103027344,272.279296875,180.20355224609375,209.46490478515625,179.7164764404297
270,132587432,69.2386703491211,75.2828140258789,198.4599609375,272.7116394042969,180.2036895751953,215.92413330078125,179.7164764404297
271,232633113,68.4912109375,74.88691711425781,199.90664672851562,272.08984375,180.2036895751953,222.05694580078125,179.7164764404297
272,332628965,67.7081069946289,74.49336242675781,201.63467407226562,269.9375915527344,180.20396423339844,227.48863220214844,179.7164764404297
